Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Offhire_Reasons;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;Boiler_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;BDN_6_ROB;BDN_7_ROB;Discharge_Pump_Work;Discharge_Pump_SFOC;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Incinerator_Consumption_BDN_2;Source_System;Last_Updated
2025-08-20;15:00;Noon (Position) - Sea passage;;24;353;S;5;19,98;W;34;54,5;P014;P060;VG131;;0;24;0;0;0;20,3;;2,64;;;;;;;97,82;200;103,24;650,22;;;;;215;;1051,28;;OVDAPI;2026-04-20 00:54
2025-08-21;15:00;Noon (Position) - Sea passage;;24;363;S;1;51,67;W;39;46,01;P014;P060;VG131;;0;24;0;0;0;22,2;;0,44;;;;;;;97,82;200;80,6;650,22;;;;;215;;1028,64;;OVDAPI;2026-04-20 00:54
2025-08-22;15:00;Noon (Position) - Sea passage;;24;352;N;1;21,41;W;44;42,87;P014;P060;VG131;;0;24;0;0;0;20,5;;0,33;;;;;;;97,82;200;59,77;650,22;;;;;215;;1007,81;;OVDAPI;2026-04-20 00:54
2025-08-23;15:00;Noon (Position) - Sea passage;;24;374;N;4;45,37;W;49;57,9;P014;P060;VG131;;0;24;0;0;0;21,9;;;;0,3;0,88;;;;97,52;200;36,99;650,22;;;;;215;;984,73;;OVDAPI;2026-04-20 00:54
2025-08-24;15:00;Noon (Position) - Sea passage;;24;339;N;7;16,14;W;55;6,58;P014;P060;VG131;;0;24;0;0;0;4,28;16,42;0,88;;;;;;;97,52;200;32,71;632,92;;;;;215;;963,15;;OVDAPI;2026-04-20 00:54
2025-08-25;16:00;Noon (Position) - Sea passage;;25;338;N;10;52,38;W;59;31,98;P014;P060;VG131;;0;25;0;0;0;4,25;17,15;0,55;;;;;;;97,52;200;15,01;628,67;;;;;215;;941,2;;OVDAPI;2026-04-20 00:54
2025-08-26;16:00;Noon (Position) - Sea passage;;24;315;N;12;33,98;W;64;30,64;P014;P060;VG131;;0;24;0;0;0;18,3;;1,76;0,5;;;;;;97,52;200;15,01;608,11;;;;;215;;920,64;;OVDAPI;2026-04-20 00:54
2025-08-27;16:00;Noon (Position) - Sea passage;;24;316;N;14;26,28;W;69;17,39;P014;P060;VG131;;0;24;0;0;0;19,1;;0,77;;;;;;;97,52;200;15,01;588,24;;;;;215;;900,77;;OVDAPI;2026-04-20 00:54
2025-08-28;16:00;Noon (Position) - Sea passage;;24;309;N;16;13,35;W;74;2,83;P014;P060;VG131;;0;24;0;0;0;19,9;;1,1;;;;;;;97,52;200;15,01;567,24;;;;;215;;879,77;;OVDAPI;2026-04-20 00:54
2025-08-29;17:00;Noon (Position) - Sea passage;;25;290;N;18;8,31;W;78;37,68;P014;P060;VG131;;0;25;0;0;0;20,9;;0,99;0,2;;;;;;97,52;200;15,01;545,15;;;;;215;;857,68;;OVDAPI;2026-04-20 00:54
2025-08-30;17:00;Noon (Position) - Sea passage;;24;303;N;20;15,16;W;82;31,59;P014;P060;VG131;;0;24;0;0;0;20,1;;1,1;0,1;;;;;;97,52;200;15,01;523,85;;;;;215;;836,38;;OVDAPI;2026-04-20 00:54
2025-08-31;17:00;Noon (Position) - Sea passage;;24;321;N;22;51,22;W;87;8,29;P014;P060;VG131;;0;24;0;0;0;19,8;;0,55;;;;;;;97,52;200;15,01;503,5;;;;;215;;816,03;;OVDAPI;2026-04-20 00:54
2025-09-01;17:00;Noon (Position) - Sea passage;;24;303;N;25;8,87;W;92;3,39;P014;P060;VG131;;0;24;0;0;0;20,2;;0,33;0,1;;;;;;97,52;200;15,01;482,87;;;;;215;;795,4;;OVDAPI;2026-04-20 00:54
2025-09-02;17:00;Noon (Position) - Sea passage;;24;287;N;28;32,15;W;94;24,87;P014;P060;VG131;;0;24;0;0;0;5,1;13,3;0,66;;;0,77;0,1;;;83,56;200;15,01;476,9;;;;;215;;775,47;;OVDAPI;2026-04-20 00:54
2025-09-02;19:45;End of sea passage;;2,75;37;N;29;9,83;W;94;24,98;P014;P060;VG131;;0;2,75;0;0;0;2,8;;0,33;;;;;;;80,43;200;15,01;476,9;;;;;215;;772,34;;OVDAPI;2026-04-20 00:54
2025-09-03;17:00;Noon (Position) - Sea passage;;21,25;5;N;29;14,31;W;94;27,64;P014;P060;VG131;;0;0;1,25;20;0;0,4;;2,33;0,6;;;;;;77,1;200;15,01;476,9;;;;;215;;769,01;;OVDAPI;2026-04-20 00:54
2025-09-04;17:00;Noon (Position) - Sea passage;;24;0;N;29;14,28;W;94;27,56;P014;P060;VG131;;0;0;0;24;0;;;2,64;1;;;;;;73,46;200;15,01;476,9;;;;;215;;765,37;;OVDAPI;2026-04-20 00:54
2025-09-05;17:00;Noon (Position) - Sea passage;;24;0;N;29;14,46;W;94;27,51;P014;P060;VG131;;0;0;0;24;0;;;3;1,2;;;;;;69,26;200;15,01;476,9;;;;;215;;761,17;;OVDAPI;2026-04-20 00:54
2025-09-06;17:00;Noon (Position) - Sea passage;;24;0;N;29;14,3;W;94;27,57;P014;P060;VG131;;0;0;0;24;0;;;3,62;1,2;;;;;;64,44;200;15,01;476,9;;;;;215;;756,35;;OVDAPI;2026-04-20 00:54
2025-09-07;17:00;Noon (Position) - Sea passage;;24;0;N;29;14,35;W;94;27,72;P014;P060;VG131;;0;0;0;24;0;;;3;1,1;;;;;;60,34;200;15,01;476,9;;;;;215;;752,25;;OVDAPI;2026-04-20 00:54
2025-09-08;17:00;Noon (Position) - Sea passage;;24;0;N;29;14,31;W;94;27,72;P014;P060;VG131;;0;0;0;24;0;;;3;1,2;;;;;;56,14;200;15,01;476,9;;;;;215;;748,05;;OVDAPI;2026-04-20 00:54
2025-09-09;17:00;Noon (Position) - Sea passage;;24;0;N;29;14,31;W;94;27,72;P014;P060;VG131;;0;0;0;24;0;;;3;1,1;;;;;;52,04;200;15,01;476,9;;;;;215;;743,95;;OVDAPI;2026-04-20 00:54
2025-09-10;02:30;Arrival;;9,5;44;N;29;43,38;W;95;1,19;P014;P060;VG131;;0;0;4,5;5;0;4,1;;2;0,3;;;;;;45,64;200;15,01;476,9;;;;;215;;737,55;;OVDAPI;2026-04-20 00:54
2025-09-10;17:00;Noon (Position) - Port;;14,5;0;N;29;43,38;W;95;1,19;P060;P060;VG131;;29322,66;0;0;0;0;;;1,8;0,5;;;;;;43,34;200;15,01;476,9;;;;;215;;735,25;;OVDAPI;2026-04-20 00:54
2025-09-11;17:00;Noon (Position) - Port;;24;0;N;29;43,38;W;95;1,19;P060;P060;VG131;;29322,66;0;0;0;0;;;3,12;1,2;;;;;;39,02;200;15,01;476,9;;;;;215;;730,93;;OVDAPI;2026-04-20 00:54
2025-09-12;17:00;Noon (Position) - Port;;24;0;N;29;43,38;W;95;1,19;P060;P060;VG131;;29322,66;0;0;0;0;;;3;1,3;;;;;;34,72;200;15,01;476,9;;;;;215;;726,63;;OVDAPI;2026-04-20 00:54
2025-09-13;17:00;Noon (Position) - Port;;24;0;N;29;43,38;W;95;1,19;P060;P060;VG131;;29322,66;0;0;0;0;;;3;1,3;;;;;;30,42;200;15,01;476,9;;;;;215;;722,33;;OVDAPI;2026-04-20 00:54
2025-09-14;17:00;Noon (Position) - Port;;24;38;N;29;19,48;W;94;34,54;P060;P060;VG131;;29322,66;0;4,25;11,5;0;3,1;;3,57;1,78;;;;;;21,97;200;15,01;476,9;;;;;215;;713,88;;OVDAPI;2026-04-20 00:54
2025-09-15;17:00;Noon (Position) - Port;;24;34;N;29;36,58;W;95;1,46;P060;P060;VG131;;29322,66;0;3,95;13,3;0;2,3;;4;1;;;;;;14,67;200;15,01;476,9;;;;;215;;706,58;;OVDAPI;2026-04-20 00:54
2025-09-16;17:00;Noon (Position) - Port;;24;20;N;29;44,1;W;95;9,11;P060;P060;VG131;;29322,66;0;3,22;0;0;1,7;;3,65;1,4;;;;;;7,92;200;15,01;476,9;;;;;215;;699,83;;OVDAPI;2026-04-20 00:54
2025-09-17;17:00;Noon (Position) - Port;;24;48;N;29;19,33;W;94;31,19;P060;P060;VG131;;29322,66;0;4,88;2,08;0;3,5;;3,87;1,2;;;;;;7,92;191,43;15,01;476,9;;;;;215;;691,26;;OVDAPI;2026-04-20 00:54
2025-09-18;17:00;Noon (Position) - Port;;24;37;N;29;36,54;W;95;1,26;P060;P060;VG131;;29322,66;0;3,92;12,5;0;2,7;;3,95;1,2;;;;;;7,92;183,58;15,01;476,9;;;;;215;;683,41;;OVDAPI;2026-04-20 00:54
2025-09-19;17:00;Noon (Position) - Port;;24;35;N;29;19,89;W;94;33,74;P060;P060;VG131;;29322,66;0;3,63;9;0;2,5;;3,62;1,1;;;;;;7,92;176,36;15,01;476,9;;;;;215;;676,19;;OVDAPI;2026-04-20 00:54
2025-09-20;17:00;Noon (Position) - Port;;24;19;N;29;22,42;W;94;53,36;P060;P060;VG131;;29322,66;0;2,67;11,17;0;1,3;;3,24;0,9;;;;;;7,92;170,92;15,01;476,9;;;;;215;;670,75;;OVDAPI;2026-04-20 00:54
2025-09-21;17:00;Noon (Position) - Port;;24;21;N;29;19,55;W;94;32,6;P060;P060;VG131;;29322,66;0;2,62;9,75;0;1,8;;3,36;1;;;;;;7,92;164,76;15,01;476,9;;;;;215;;664,59;;OVDAPI;2026-04-20 00:54
2025-09-22;17:00;Noon (Position) - Port;;24;0;N;29;19,66;W;94;32,6;P060;P060;VG131;;29322,66;0;0;24;0;;;3,12;1;;;;;;7,92;160,64;15,01;476,9;;;;;215;;660,47;;OVDAPI;2026-04-20 00:54
2025-09-23;17:00;Noon (Position) - Port;;24;0;N;29;19,71;W;94;32,53;P060;P060;VG131;;29322,66;0;0;24;0;;;3;1,1;;;;;;7,92;156,54;15,01;476,9;;;;;215;;656,37;;OVDAPI;2026-04-20 00:54
2025-09-24;17:00;Noon (Position) - Port;;24;46;N;29;44,7;W;95;5,79;P060;P060;VG131;;29322,66;0;5,3;11,28;0;3,1;;3,72;0,92;;;;;;7,92;148,8;15,01;476,9;350;;;;215;;998,63;;OVDAPI;2026-04-20 00:54
2025-09-25;17:00;Noon (Position) - Port;;24;0,09;N;29;44,7;W;95;5,79;P060;P060;VG131;;29322,66;0;0;0;0;;;2,88;1;;;;;;7,92;144,92;15,01;476,9;350;250;;;215;;1244,75;;OVDAPI;2026-04-20 00:54
2025-09-26;07:50;Departure;CargoOperations;14,83;0,04;N;29;44,7;W;95;5,79;P060;P060;VG131;;29322,66;0;0;0;0;0,2;;1,92;0,7;;;;;;7,92;142,1;15,01;476,9;350;250;;;215;;1241,93;;OVDAPI;2026-04-20 00:54
2025-09-26;12:30;Begin of sea passage;;4,67;48;N;29;14,01;W;94;33,21;P060;P009;VG132;;29322,66;0;4,67;0;0;3;;1,2;;;;;;;7,92;137,9;15,01;476,9;350;250;;;215;;1237,73;;OVDAPI;2026-04-20 00:54
2025-09-26;17:00;Noon (Position) - Sea passage;;4,5;57;N;28;20,45;W;94;26,15;P060;P009;VG132;;29322,66;4,5;0;0;0;3,4;;;;;;;;;7,92;134,5;15,01;476,9;350;250;;;215;;1234,33;;OVDAPI;2026-04-20 00:54
2025-09-27;17:00;Noon (Position) - Sea passage;;24;297;N;25;28,41;W;90;38,43;P060;P009;VG132;;29322,66;24;0;0;0;10,6;9,4;0,36;;;;;;;7,92;123,54;15,01;467,5;350;250;;;215;;1213,97;;OVDAPI;2026-04-20 00:54
2025-09-28;17:00;Noon (Position) - Sea passage;;24;282;N;24;14,7;W;85;39,19;P060;P009;VG132;;29322,66;24;0;0;0;21,5;;0,36;;;;;;;7,92;123,54;15,01;445,64;350;250;;;215;;1192,11;;OVDAPI;2026-04-20 00:54
2025-09-29;17:00;Noon (Position) - Sea passage;;24;334;N;23;5,58;W;79;40,03;P060;P009;VG132;;29322,66;24;0;0;0;21,7;;0,84;;;;;;;7,92;123,54;15,01;423,1;350;250;;;215;;1169,57;;OVDAPI;2026-04-20 00:54
2025-09-30;16:00;Noon (Position) - Sea passage;;23;303;N;20;56,24;W;74;46,25;P060;P009;VG132;;29322,66;23;0;0;0;20,2;;;;;;;;;7,92;123,54;15,01;402,9;350;250;;;215;;1149,37;;OVDAPI;2026-04-20 00:54
2025-10-01;16:00;Noon (Position) - Sea passage;;24;311;N;19;42,02;W;69;19,75;P060;P009;VG132;;29322,66;24;0;0;0;21,2;;;;0,3;0,24;;;;7,92;123,24;15,01;381,46;350;250;;;215;;1127,63;;OVDAPI;2026-04-20 00:54
2025-10-02;16:00;Noon (Position) - Sea passage;;24;302;N;16;20,84;W;65;57,64;P060;P009;VG132;;29322,66;24;0;0;0;21,2;;;;;;;;;7,92;123,24;15,01;360,26;350;250;;;215;;1106,43;;OVDAPI;2026-04-20 00:54
2025-10-03;16:00;Noon (Position) - Sea passage;;24;293;N;13;48,76;W;61;34,97;P060;P009;VG132;;29322,66;24;0;0;0;21,2;;0,12;;;;;;;7,92;123,24;15,01;338,94;350;250;;;215;;1085,11;;OVDAPI;2026-04-20 00:54
2025-10-04;16:00;Noon (Position) - Sea passage;;24;298;N;11;35,36;W;56;58,39;P060;P009;VG132;;29322,66;24;0;0;0;21,3;;0,36;0,1;;;;;;7,92;123,24;15,01;317,18;350;250;;;215;;1063,35;;OVDAPI;2026-04-20 00:54
2025-10-05;16:00;Noon (Position) - Sea passage;;24;307;N;9;21,78;W;52;14,51;P060;P009;VG132;;29322,66;24;0;0;0;20,8;;;;;;;;;7,92;123,24;15,01;296,38;350;250;;;215;;1042,55;;OVDAPI;2026-04-20 00:54
2025-10-06;16:00;Noon (Position) - Sea passage;;24;323;N;6;21,97;W;47;39,86;P060;P009;VG132;;29322,66;24;0;0;0;20,5;;2,64;;;;;;;7,92;123,24;15,01;273,24;350;250;;;215;;1019,41;;OVDAPI;2026-04-20 00:54
2025-10-07;15:00;Noon (Position) - Sea passage;;23;306;N;3;25,72;W;43;25,47;P060;P009;VG132;;29322,66;23;0;0;0;19,7;;0,55;0,1;;;;;;7,92;123,24;15,01;252,89;350;250;;;215;;999,06;;OVDAPI;2026-04-20 00:54
2025-10-08;15:00;Noon (Position) - Sea passage;;24;258;N;0;21,97;W;40;19,97;P060;P009;VG132;;29322,66;24;0;0;0;20,3;;0,88;1,2;;;;;;7,92;123,24;15,01;230,51;350;250;;;215;0,8;976,68;;OVDAPI;2026-04-20 00:54
2025-10-09;15:00;Noon (Position) - Sea passage;;24;258;S;2;43,13;W;37;13,37;P060;P009;VG132;;29322,66;24;0;0;0;20,4;;0,44;1,4;;;;;;7,92;123,24;15,01;208,27;350;250;;;215;1;954,44;;OVDAPI;2026-04-20 00:54
2025-10-10;15:00;Noon (Position) - Sea passage;;24;232;S;5;40,24;W;34;44,11;P060;P009;VG132;;29322,66;24;0;0;0;20,6;;0,66;1,2;;;;;;7,92;123,24;15,01;185,81;350;250;;;215;0,8;931,98;;OVDAPI;2026-04-20 00:54
2025-10-11;15:00;Noon (Position) - Sea passage;;24;276;S;9;58,68;W;35;23,05;P060;P009;VG132;;29322,66;24;0;0;0;20,4;;0,88;1,5;;;;;;7,92;123,24;15,01;163,03;350;250;;;215;1,1;909,2;;OVDAPI;2026-04-20 00:54
2025-10-12;12:30;End of sea passage;;21,5;270;S;13;6,32;W;38;35,02;P060;P009;VG132;;29322,66;21,5;0;0;0;19,2;;0,88;1;;;;;;7,92;123,24;15,01;141,95;350;250;;;215;0,6;888,12;;OVDAPI;2026-04-20 00:54
2025-10-12;15:00;Noon (Position) - Sea passage;;2,5;4;S;13;4,7;W;38;37,78;P060;P009;VG132;;29322,66;0;0,58;1,92;0;0,4;;0,42;0,2;;;;;;7,92;123,24;15,01;140,93;350;250;;;215;;887,1;;OVDAPI;2026-04-20 00:54
2025-10-13;15:00;Noon (Position) - Sea passage;;24;0;S;13;4,67;W;38;37,78;P060;P009;VG132;;29322,66;0;0;24;0;;;2,64;1,8;;;;;;7,92;123,24;15,01;136,49;350;250;;;215;1,3;882,66;;OVDAPI;2026-04-20 00:54
2025-10-14;02:15;Arrival;;11,25;21;S;12;46,97;W;38;30,04;P060;P009;VG132;;29322,66;0;3,02;8,23;0;1,4;;1,65;1;;;;;;7,92;123,24;15,01;132,44;350;250;;;215;0,6;878,61;;OVDAPI;2026-04-20 00:54
2025-10-14;15:00;Noon (Position) - Port;;12,75;0;S;12;46,96;W;38;30,04;P009;P009;VG132;;26168,07;0;0;0;0;;;1,32;1;;;;;;7,92;123,24;15,01;130,12;350;250;;202,37;215;0,6;876,29;;OVDAPI;2026-04-20 00:54
2025-10-15;11:10;Departure;CargoOperations;20,17;0;S;12;47,12;W;38;30,27;P009;P009;VG132;;26168,07;0;0;0;0;;;4,4;1,8;;;;;;7,92;123,24;15,01;123,92;350;250;;;215;1,3;870,09;;OVDAPI;2026-04-20 00:54
2025-10-15;13:00;Begin of sea passage;;1,83;15;S;13;5,37;W;38;34,33;P009;P014;VG133;;26168,07;0;1,83;0;0;1,2;;0,44;;;;;;;7,92;123,24;15,01;122,28;350;250;;;215;;868,45;;OVDAPI;2025-12-22 01:57
2025-10-15;15:00;Noon (Position) - Sea passage;;2;26;S;13;29,4;W;38;32,05;P009;P014;VG133;;26168,07;2;0;0;0;1,4;;0,22;0,1;;;;;;7,92;123,24;15,01;120,56;350;250;;;215;;866,73;;OVDAPI;2025-12-22 01:57
2025-10-16;15:00;Noon (Position) - Sea passage;;24;317;S;18;43,98;W;37;58,09;P009;P014;VG133;;26168,07;24;0;0;0;21,5;;2,53;2,3;;;;;;7,92;123,24;15,01;94,23;350;250;;;215;1;840,4;;OVDAPI;2025-12-22 01:57
2025-10-17;15:00;Noon (Position) - Sea passage;;24;315;S;23;27,38;W;40;11,88;P009;P014;VG133;;26168,07;24;0;0;0;21,8;;0,55;1,6;;;;;;7,92;123,24;15,01;70,28;350;250;;;215;1,1;816,45;;OVDAPI;2025-12-22 01:57
2025-10-18;15:00;Noon (Position) - Sea passage;;24;315;S;24;22,93;W;45;48,61;P009;P014;VG133;;26168,07;24;0;0;0;21,5;;0,44;1,9;;;;;;7,92;123,24;15,01;46,44;350;250;;;215;1,4;792,61;;OVDAPI;2025-12-22 01:57
2025-10-18;19:00;End of sea passage;;4;44;S;24;7,7;W;46;22,84;P009;P014;VG133;;26168,07;4;0;0;0;2,8;;0,88;0,4;;;;;;7,92;123,24;15,01;42,36;350;250;;;215;;788,53;;OVDAPI;2025-12-22 01:57
